Q_E,ZN_E,PH_E,DBO_E,DQO_E,SS_E,SED_E,COND_E,PH_P,DBO_P,SS_P
1061.8101782710437,3.490808570098726,6.870265857677239,30.763271405448723,89.2558525603859,86.20151376850424,21.81757485522245,929.7793233906843,7.486395053940312,19.982482175159717,29.681776013872103
1926.0714596148744,2.680481831720602,7.583801894756716,29.16727510518924,87.04681986079997,81.16222357237741,24.917034929784307,1703.9604685293946,7.766518795159984,17.84269638038262,33.671782968751074
1597.9909127171077,1.5476380814316388,8.245891671752817,11.025682632257428,185.9381870781555,65.88231611644586,11.261697469812475,1995.856849855404,7.712193115748191,12.204613148988237,52.72736966010902
1397.987726295555,4.068975098534743,7.964449772819123,23.649913105046252,87.43192997742591,96.48377148895464,20.621852490174973,545.0390079940892,6.984679885632528,5.161608944742763,27.00021930299461
734.0279606636548,3.4236558627693965,8.1131222957229,25.20782475143428,90.79245891929466,36.037961242272225,19.293649578593715,1846.048798686398,6.979099363689769,17.40598054752035,53.482484240608564
733.991780504304,0.8130846967244565,7.817566733421435,25.95291123587602,163.90973936269455,28.74113682476971,25.82075941970678,1433.945800397987,7.121809241293896,12.140649714056078,14.406721548834575
587.1254182522991,4.554635922469212,7.884553129035705,33.206894769093296,117.460976367581,88.31695735643378,27.652176512031513,1960.0739287472318,7.233289671609245,23.365207517763377,48.83992186043154
1799.2642186624028,4.112686214615845,8.198391303130638,31.34410186907514,166.5065835432772,55.13198533069986,5.30391928693467,1197.5142762896414,7.290146697690179,5.598656631762087,52.377381652736815
1401.6725176148132,4.74899956645962,6.999336017718372,34.316203711737785,59.80492363465778,87.75750833656484,21.850497976469818,1771.0818958570605,7.615636660200014,19.62069528264477,19.090882641866937
1562.1088666940682,3.6285975419418,7.478849927286281,40.59533046168513,123.13567905100764,91.44721641563319,6.295894977993226,593.5911028974158,6.868016518599003,28.536855937651634,31.51732661861002
530.8767414437036,3.0670759796789495,6.9424188836392045,42.51942954864374,55.0420400274924,24.996607489525715,18.721466626933896,1002.9185751174437,6.8416072450712795,9.360231677787489,18.27498873318278
1954.8647782429914,2.0912151814530944,8.475336015993294,38.724923049059775,59.39798051830318,90.67718103888485,12.190818226091956,600.524806626815,7.270292675532691,16.791237268764885,45.330206449710886
1748.6639612006327,4.663642416770067,8.388118679373227,48.22094783819739,185.96561800166165,55.86552442955377,12.66941498805353,1963.0147002186059,7.636596430565577,7.285549795428454,36.76738840308283
818.5086660174143,4.330319447502042,6.578853622737012,10.729303307054465,70.88680566763927,60.83459912033858,13.823962586308914,1725.460860907755,7.032122411547779,20.642047806533817,41.76616733541605
772.7374508106509,0.22609335053094703,7.911150345031377,17.831119427341843,129.86310234128257,70.12740088745682,20.532311226240253,1778.8211318689557,7.569805377507502,18.763292014905637,19.824348347810556
775.1067647801508,0.13183487248626002,8.350496634831332,10.302514999125684,111.66434039010599,94.11060853840694,13.35124914171923,1906.9478471508414,7.111793765528359,15.184138105320809,20.587293102620976
956.3633644393066,1.8823168343902479,6.861150690254667,35.898988566184116,102.10149893882641,21.52928755438112,23.31747626475701,627.655229179678,7.86330333057622,18.03442553684353,12.074866275495317
1287.1346474483566,4.052766653909164,7.635890461105259,45.92122195799948,184.97500185309087,58.14747746542537,15.113184639346743,1078.3963887700002,7.87482793311994,27.414366461725255,26.103376759786485
1147.9175279631736,4.936380646574722,8.330976595176084,19.73929186305197,53.27350951632342,75.01776339444486,6.708830007748965,606.5523335660032,7.156744645137592,9.907357557776676,37.98723306668374
936.8437102970629,0.7520844555176409,6.5678919571715975,47.081381791852266,149.56845292633835,77.81655661585827,24.593996062102683,816.189652325043,7.075992504755888,5.564112792633681,52.89674569986644
1417.7793420835692,2.9706535767606757,7.89484053449368,12.410695611582433,194.50916513203256,75.40259452296864,12.14395811481765,844.0486655565085,7.293564766479477,26.541622117477523,43.346372372934034
709.2407909780627,1.9044542831551077,7.094698014745101,47.37744107222057,134.02522751927629,30.75481035264975,15.819171989981566,1203.660816571368,7.0886379022161785,19.427927059697662,31.76981616998757
938.2169728028273,4.8495719890730165,8.348792390753061,24.064907489585377,190.52336930496378,43.9516470697345,22.13609708054754,902.8432511804639,7.606860611950045,27.26646138654606,57.65600571970689
